id,firm,contact_person,segment,sub_sector,region,size_signal,email,email_type,website,linkedin,phone,public_tender,conversion_estimate,conversion_rationale,source,verification_status,status,notes
L-0134,My World Therapy,Anna Hamlet,SME,ot,South West Essex,independent paediatric OT (Anna Hamlet); commissioned by LAs/NHS/schools,info@myworldtherapy.co.uk,domain,myworldtherapy.co.uk,not_found,not_found,school/LA/NHS paediatric OT + EHCP contracts,Medium,Independent paediatric OT commissioned by LAs/NHS/schools with public email; bids OT/EHCP,myworldtherapy.co.uk,verified,Not contacted,Draft ready (crm/drafts/L-0134.md). Email-first lead-gen find (J)
L-0135,Kids' Therapy Works,not_found,SME,ot-slt,"Essex, Suffolk, Cambridgeshire","independent multi-disc OT+SLT, est 2010; Essex/Suffolk/Southend/Thurrock EHCP",info@kidstherapy.works,domain,kidstherapy.works,not_found,01206 212849,school/LA OT+SLT + EHCP assessment contracts,Medium,Independent multi-disc OT/SLT practice doing EHCP via Essex/Suffolk CCs with public email,kidstherapy.works/ehcp-assessments,verified,Not contacted,Draft ready (crm/drafts/L-0135.md). Email-first lead-gen find (J)
L-0136,My Children's Therapy,Rachael Horner,SME,ot,London/Surrey/Bucks/Oxon/Berks,single-practitioner OT (Rachael Horner); EHCP for schools,contact@mychildrenstherapy.co.uk,domain,mychildrenstherapy.co.uk,not_found,not_found,school EHCP occupational-therapy contracts,Medium,Single-practitioner OT (Rachael Horner) doing EHCP for schools with public email,mychildrenstherapy.co.uk/services-for-schools,verified,Not contacted,Draft ready (crm/drafts/L-0136.md). Owner-direct. Email-first lead-gen find (J)
L-0137,Chatter Independent SLT,not_found,SME,slt,Chesterfield (N Derbys/Notts/S Yorks),"independent SLT (est 2011), Beth Atkinson & Claire West; schools/nurseries",chatterslt@gmail.com,gmail,chatterslt.co.uk,not_found,not_found,school/nursery SLT contracts (+ EHCP),Medium,"Independent SLT working with schools across S Yorks/Notts; owner-read gmail, reachable now",chatterslt.co.uk,verified,Not contacted,Draft ready (crm/drafts/L-0137.md). Owner-read gmail. Email-first lead-gen find (J)
L-0138,SLT for Kids,not_found,SME,slt,North West England,"SME SLT private practice; school-commissioned (Element funding, pupil premium, LAC)",office@sltforkids.co.uk,domain,sltforkids.co.uk,not_found,not_found,school SLT contracts (Element/pupil premium/LAC funded),Medium,SME SLT commissioned by NW schools with public email; bids school SLT,sltforkids.co.uk/school-and-education-setting,verified,Not contacted,Draft ready (crm/drafts/L-0138.md). Email-first lead-gen find (J)
L-0139,The Children's Physio,not_found,SME,physio,London (+ Surrey/Essex/Herts/Berks),SME private paediatric physio; school/LA/EHCP,info@thechildrensphysio.com,domain,thechildrensphysio.com,not_found,not_found,school/LA paediatric physio + EHCP contracts,Medium,SME paediatric physio commissioned by schools/LAs for EHCP with public email,thechildrensphysio.com/services-and-fees,verified,Not contacted,Draft ready (crm/drafts/L-0139.md). Email-first lead-gen find (J)
L-0140,Therapy4Kids,not_found,SME,physio,SW London (Raynes Park),SME multi-disc paediatric therapy; EHCP support,info@therapy4kids.co.uk,domain,therapy4kids.co.uk,not_found,not_found,school/LA paediatric therapy + EHCP,Medium,SME multi-disc paediatric practice with EHCP support + public email,therapy4kids.co.uk,verified,Not contacted,Draft ready (crm/drafts/L-0140.md). Email-first lead-gen find (J)
L-0141,Physiotherapy for Children Ltd,not_found,SME,physio,Yorkshire,SME private paediatric physio; schools/colleges,info@physioforchildren.co.uk,domain,physioforchildren.co.uk,not_found,not_found,school/college paediatric physio contracts,Medium,SME paediatric physio working in schools/colleges with public email (LA/EHCP unconfirmed),physioforchildren.co.uk,verified,Not contacted,Draft ready (crm/drafts/L-0141.md). LA/EHCP commissioning unconfirmed. Email-first lead-gen find (J)
L-0142,Reflective Source,not_found,SME,translation,Cardiff / UK,independent SME language agency since 2009; councils/schools/NHS/courts,sales@reflectivesource.com,domain,reflectivesource.co.uk,not_found,029 2071 0677,council/NHS/court/school translation & interpreting contracts,Medium,Independent SME language agency serving councils/NHS/courts with public email; bids public-sector translation,reflectivesource.co.uk/translation-service/public-sector-translation,verified,Not contacted,Draft ready (crm/drafts/L-0142.md). Email-first lead-gen find (J)
L-0143,Translate UK,not_found,SME,translation,UK,SME language agency; councils/courts/solicitors,info@translateuk.net,domain,translateuk.net,not_found,not_found,council/court translation & interpreting contracts,Medium,SME translation/interpreting agency for councils/courts with public email,translateuk.net,verified,Not contacted,Draft ready (crm/drafts/L-0143.md). Email-first lead-gen find (J)
L-0144,Arbormac Arboriculture,not_found,SME,arboriculture,"New Forest, Hampshire/Dorset",SME tree surgery + grounds maintenance,info@arbormac.co.uk,domain,arbormac.co.uk,not_found,02381 575574,council arboriculture/grounds contracts,Medium,SME arboriculture + grounds firm with public email; council contracts,arbormac.co.uk,verified,Not contacted,Draft ready (crm/drafts/L-0144.md). Email-first lead-gen find (J)
L-0145,Bawden Tree Care,not_found,SME,arboriculture,"Amesbury, Wiltshire","SME independent tree care; clients incl. Wiltshire CC, MOD, EA, parish councils",info@bawdentreecare.co.uk,domain,bawdentreecare.co.uk,not_found,not_found,council/MOD/Environment Agency/parish arboriculture contracts,Medium,"SME tree-care firm with public-sector clients (Wiltshire CC, MOD, EA) + public email",bawdentreecare.co.uk,verified,Not contacted,Draft ready (crm/drafts/L-0145.md). Public-sector clients per their list. Email-first lead-gen find (J)
L-0146,Arborfield Tree Care,not_found,SME,arboriculture,"Reading, Berkshire",family-run SME (est 1997); LA-approved tree services (Berks/Hants/Surrey/S Oxon),office@arborfieldtreecare.org,domain,arborfieldtreecare.co.uk,not_found,not_found,LA-approved tree services (highways/schools/sports grounds),Medium,"Family-run SME, LA-approved tree services for several authorities with public email",arborfieldtreecare.co.uk/local-authorities,verified,Not contacted,Draft ready (crm/drafts/L-0146.md). Email domain is .org. Email-first lead-gen find (J)
L-0147,Beyond Translation Ltd,Rakesh Khambhaita,SME,translation,UK-wide / England and Wales,founder-led public-sector interpreting provider; founder has 25+ years court/police/NHS experience,info@beyondtranslation.co.uk,domain,beyondtranslation.co.uk,not_found,07736 333 196,"NHS, police, courts, prisons and local authority language-services frameworks",High,Founder-led and explicitly public-sector; compliance evidence is central to NHS/police/court interpreting work,https://www.beyondtranslation.co.uk/,verified,Not contacted,Draft ready (crm/drafts/L-0147.md). Fresh translation/interpreting seam; named founder + public email.
L-0148,Prism Linguistics,not_found,SME,translation,Warrington / UK-wide,specialist language agency operating since 2013; public-sector interpreting pages by language and city,info@prismlinguistics.co.uk,domain,prismlinguistics.co.uk,not_found,+44 (0)20 3880 6688,"NHS trusts, HMCTS, Home Office, police/probation and local authority interpreting work",High,"Strong recurring public-sector buyer language plus public email; tender requirements likely heavy on vetting, confidentiality and framework rates",https://www.prismlinguistics.co.uk/luo-interpreter.html,verified,Not contacted,Draft ready (crm/drafts/L-0148.md). Email + NHS/HMCTS/Home Office/local-authority relevance verified on source page.
L-0149,Peak Translations Ltd,not_found,SME,translation,"New Mills, Derbyshire",single-office specialist translation/interpreting agency; ISO/accreditation signals,enquiries@peak-translations.co.uk,domain,peak-translations.co.uk,not_found,+44 (0)1663 732 074,"local councils, NHS, schools and public-service interpreting/translation",Medium,"Clear public-service fit and public email, but more established/mature so likely a slightly slower conversion than founder-led leads",https://peak-translations.co.uk/public-service/; https://peak-translations.co.uk/contact/,verified,Not contacted,"Draft ready (crm/drafts/L-0149.md). Use public-service PQQ hook: NRPSI, confidentiality, fast turnaround, public-sector docs."
L-0150,GPC Services Ltd,Gez Coulson,SME,grounds,Coventry / West Midlands,"family-run grounds and landscaping business, established 2007, 27-strong team",info@gpcservicesltd.co.uk,domain,gpcservicesltd.co.uk,not_found,024 7662 2198,"hospitals, schools, business parks and local authority grounds sites",High,Founder-led family-run SME with explicit public-sector/commercial grounds work and enough team capacity to bid frameworks,https://gpcservicesltd.co.uk/about/; https://gpcservicesltd.co.uk/contact/,verified,Not contacted,Draft ready (crm/drafts/L-0150.md). Named founder; strong grounds-maintenance PQQ hook.
L-0151,Kurco Ground Maintenance,Neil,SME,grounds,North Lincolnshire / South Yorkshire,family-run grounds-maintenance business with 20 years experience,hello@kurco.co.uk,domain,kurco.co.uk,not_found,07533 896207,"local authority, education premises, schools, parish/local councils and housing developments",High,Small operator with explicit council/school customer fit and owner-like contact path; likely fast feedback,https://kurco.co.uk/,verified,Not contacted,Draft ready (crm/drafts/L-0151.md). Neil named in reviews/source page; avoid over-personalising beyond first name.
L-0152,Branching Out Tree & Garden Services Ltd,Kerrie,SME,arboriculture,Hertfordshire / Bedfordshire,ARB Approved Contractor; registered SME tree and grounds contractor,kerrie@branchingoutservices.co.uk,domain,branchingoutservices.co.uk,not_found,01462 811 991 / 07970 480 370,"schools, universities, local authority buildings and open spaces",High,Named email plus local-authority/school grounds-maintenance fit; accreditation-heavy tenders match Bidframe well,https://branchingoutservices.co.uk/groundsmaintenance/; https://branchingoutservices.co.uk/contact/,verified,Not contacted,Draft ready (crm/drafts/L-0152.md). Best arboriculture inbox in this batch: named contact + direct email.
L-0153,Tree Technique Ltd,Lee / Russ,SME,arboriculture,Wiltshire / Hampshire,trading 20+ years; team profiles list founder/director and contract manager,info@treetechnique.com,domain,treetechnique.com,not_found,01980 626 353 / 07780 003 575,"housing associations, MOD contracts, local authorities, construction, and Test Valley Borough Council work",High,"Very explicit public-sector/MOD/local-authority work and compliance-policy materials, so tender breakdown and evidence drafting should resonate",https://treetechnique.com/commercial/tree-surgery/; https://treetechnique.com/commercial/team-profiles/,verified,Not contacted,"Draft ready (crm/drafts/L-0153.md). Mention Test Valley / MOD/local authorities, not generic tree surgery."
L-0154,Artemis Tree Services,not_found,SME,arboriculture,Rickmansworth / London / Home Counties,"ARB-approved, CHAS and ISO-accredited arboricultural company with 25+ years experience",office@artemistreeservices.com,domain,artemistreeservices.com,not_found,0800 389 9418,"local councils, schools, estate management and commercial construction clients",Medium,"Excellent compliance-heavy fit and public email, but larger/more established than the fastest-converting owner-led SMEs",https://www.artemistreeservices.com/about/; https://www.artemistreeservices.com/contact/,verified,Not contacted,Draft ready (crm/drafts/L-0154.md). Use ARB/CHAS/ISO + local councils/schools hook.
L-0155,Acme Bus Co. Ltd,not_found,SME,school transport,Essex / Cambridgeshire / Hertfordshire,"moves 2,000+ passengers a day for schools; department email for schools",schools@acme-bus.com,domain,acme-bus.com,not_found,01799 542818,"home-to-school transport for Cambridge, Essex and Hertfordshire schools",High,"School-transport operator with direct school/council admin exposure; tenders hinge on operator evidence, safeguarding, vehicle compliance and route SLAs",https://acme-bus.com/getting-to-school/; https://acme-bus.com/contact-2/,verified,Not contacted,"Draft ready (crm/drafts/L-0155.md). Use school transport PQQ hook: safeguarding, DBS, PSV/PSVAR, insurance, maintenance and route reporting."
L-0156,Don's Coaches Dunmow Ltd,not_found,SME,school transport,Essex,76 years trading; fleet from 16 to 91 seats including PSVAR double deckers,info@donscoaches.co.uk,domain,donscoaches.co.uk,not_found,01371 872644,Local Education Authority and school transport contracts,High,"Explicit school and LEA contract work; tender compliance around drivers, vehicles, PSVAR, safeguarding and insurance should be familiar and painful",https://www.donscoaches.co.uk/contact-3-1; https://www.donscoaches.co.uk/home-to-school; https://www.donscoaches.co.uk/school-travel-information,verified,Not contacted,Draft ready (crm/drafts/L-0156.md). Strong school-transport lead with public email and LEA/school-contract relevance.
L-0157,Flagfinders CTB Ltd,not_found,SME,school coach routes / coach hire,Essex,family business; 38+ vehicles across 3 depots,enquiries@flagfinders.com,domain,flagfinders.com,not_found,01376 320501,school routes linked to Essex County Council entitlement and academy/school routes,High,Current school-route and council-funded passenger flows make tender breakdown and evidence mapping directly relevant,https://www.flagfinders.com/services/school-services-timetables.htm; https://www.flagfinders.com/contact-us.htm,verified,Not contacted,Draft ready (crm/drafts/L-0157.md). School-route/council-funded passenger-flow hook.
L-0158,VITA Occupational Health Ltd,Heather Colthart,SME,occupational health,Kent,founded in 2019; founder-led occupational health provider,operations@vitaoh.co.uk,domain,vitaoh.co.uk,not_found,01227 390728,"education, NHS, civil/public service, local councils, Home Office and Kent Fire and Rescue experience",High,Founder-led OH provider with explicit public-sector experience; likely responsive and tender evidence is accreditation/confidentiality-heavy,https://ayleshambusinessnetwork.co.uk/member-directory/vita-occupational-health-ltd/,verified,Not contacted,Draft ready (crm/drafts/L-0158.md). Named founder; OH public-sector evidence hook.
L-0159,Price & Buckland,not_found,SME,school uniform / school sportswear,Nottingham / UK-wide,"family-run school uniform supplier; 51-200 employee LinkedIn signal; supplies 1,330+ schools and MATs",sales@price-buckland.co.uk,domain,price-buckland.co.uk,https://uk.linkedin.com/company/price-%26-buckland,0115 964 0827,"school, academy and MAT uniform/sportswear supplier agreements",High,"Large enough for recurring school/MAT procurement but still supplier-led; framework evidence around catalogues, delivery, safeguarding and ethics is a good Bidframe fit",https://price-buckland.co.uk/contact-us; https://price-buckland.co.uk; https://uk.linkedin.com/company/price-%26-buckland,verified,Not contacted,Draft ready (crm/drafts/L-0159.md). School/MAT uniform supplier; public email verified.
L-0160,Workwear (East Anglia) Ltd,David Tennens,SME,workwear / PPE,"Eye, Suffolk / East Anglia","independent 2-10 employee supplier of safety workwear, PPE, first aid, cleaning and disposables",sales@workwearltd.com,domain,workwearltd.com,https://uk.linkedin.com/company/workwear-east-anglia,01379 871110,"county council, NHS and emergency-services PPE/workwear supply relevance",High,"Very SME-sized with public-sector PPE relevance; tender evidence around product compliance, delivery and accreditations maps well to Bidframe",https://workwearltd.com/pages/contact; https://uk.linkedin.com/company/workwear-east-anglia; https://saifinsight.co.uk/wp-content/uploads/2020/12/GC-SAIFInsight-Winter-2020.pdf,verified,Not contacted,Draft ready (crm/drafts/L-0160.md). Public-sector PPE/workwear evidence hook.
L-0161,Glendale (UK),not_found,SME,educational furniture / fit-out,"Preston, Lancashire / UK-wide",11-50 employee LinkedIn signal; established education furniture and fit-out business,enquiries@glendaleuk.com,domain,glendaleuk.com,https://uk.linkedin.com/company/glendale-interiors,01772 696222,"primary, secondary, SEN/specialist schools, MATs and local authority education furniture supply",High,School furniture and fit-out tenders are specification-heavy and evidence-heavy; strong fit for requirement extraction and auditable answer drafting,https://glendaleuk.com/contact-us/; https://glendaleuk.com/educational-furniture-suppliers-for-uk-schools/; https://uk.linkedin.com/company/glendale-interiors,verified,Not contacted,Draft ready (crm/drafts/L-0161.md). Education furniture/local-authority hook.
L-0162,Setter Play,not_found,SME,playground / play equipment,"Silsoe, Bedfordshire / Home Counties",11-50 employee LinkedIn signal; playground company founded in 1997,info@setterplay.co.uk,domain,setterplay.co.uk,https://uk.linkedin.com/company/setter-play,01462 817 538,school and local-authority playground equipment design and installation,High,"Playground tenders are specification, safety and installation-evidence heavy; schools/councils are direct buyers",https://www.setterplay.co.uk/contact/; https://www.setterplay.co.uk/; https://uk.linkedin.com/company/setter-play,verified,Not contacted,Draft ready (crm/drafts/L-0162.md). Playground safety/RAMS/local-authority hook.
L-0163,Sportsafe UK Ltd,Joe Bennet,SME,"sports / PE / play equipment inspection, supply and maintenance","Colchester, Essex / UK-wide","51-200 employee LinkedIn signal; 10,000+ sites; contracts with 100+ county councils plus Fire, Police and NHS authorities",sales@sportsafeuk.com,domain,sportsafeuk.com,https://uk.linkedin.com/company/sportsafe-uk-ltd,0333 300 0032,"schools, MATs, universities, leisure centres, councils, Fire, Police and NHS authorities",High,"Already public-sector heavy with inspection, maintenance and installation work; compliance evidence is central, though company may have more internal tender capacity",https://sportsafeuk.com/contact-us/; https://sportsafeuk.com/; https://uk.linkedin.com/company/sportsafe-uk-ltd; https://sapca.org.uk/members/sportsafe-uk-ltd/,verified,Not contacted,Draft ready (crm/drafts/L-0163.md). Large-public-sector footprint; still relevant but may be a slower enterprise-like sale.
L-0164,Blackwell Associates Limited,Dr Alan Black,SME,occupational health,Northern Ireland,independent provider established 25+ years; named clinical and admin team,enquiries@blackwellassociates.co.uk,domain,blackwellassociates.co.uk,not_found,02890 656131,"NHS, education and local authority occupational health experience",Medium,"Strong OH credentials and public-sector experience, but mature provider may have established tender processes",https://www.blackwellassociates.co.uk/,verified,Not contacted,Draft ready (crm/drafts/L-0164.md). Medium-ranked OH lead; mature independent provider.
L-0165,OHWorks,not_found,SME,occupational health,Kent / South East,established 2006; states 100+ staff,info@ohworks.co.uk,domain,ohworks.co.uk,not_found,01227 286288,"council clients, local-authority employees, teachers, universities/colleges and healthcare screening",Medium,Strong public/education relevance but larger and likely has more internal bid infrastructure; better as framework-renewal angle,https://www.ohworks.co.uk/client-support-services,verified,Not contacted,"Draft ready (crm/drafts/L-0165.md). Medium-ranked due to larger internal capacity, but public-sector relevance is explicit."
L-0166,P & W Water Hygiene Ltd,Louis Wyborn,SME,water hygiene / legionella control,Kent / national coverage,two-director Ltd; LCA member active to 30 Jun 2026,louiswyborn@pwwaterhygieneltd.co.uk,person,pwwaterhygieneltd.co.uk,https://uk.linkedin.com/in/louis-wyborn-71614982,01634 722175,"hospitals, schools, councils, housing associations and commercial buildings water hygiene services",High,Named director email plus explicit hospital/school/council/housing-association buyer fit; legionella tenders are compliance and evidence heavy,https://www.legionellacontrol.org.uk/company/?name=P+%26+W+Water+Hygiene+Ltd; https://uk.linkedin.com/in/louis-wyborn-71614982,verified,Not contacted,Draft ready (crm/drafts/L-0166.md). Strongest batch lead: named director email + LCA/public-sector buyer signal.
L-0167,Aquatrust Water & Ventilation Ltd,not_found,SME,water hygiene / legionella control,West Yorkshire / Yorkshire,11-50 employee LinkedIn signal; established since 2003,enquiries@aquatrust.co.uk,domain,aquatrust.co.uk,https://uk.linkedin.com/company/aquatrust-water-%26-air-solutions,01274 876700,North Yorkshire Council water safety partner plus housing association water compliance services,High,Clear council and housing-association relevance with SME size; water-compliance tenders map closely to Bidframe evidence checks,https://www.aquatrust.co.uk/contact/; https://www.aquatrust.co.uk/legionella-testing-in-york/; https://www.aquatrust.co.uk/services-by-sector/housing-associations/; https://uk.linkedin.com/company/aquatrust-water-%26-air-solutions,verified,Not contacted,Draft ready (crm/drafts/L-0167.md). Council/housing association water-compliance hook.
L-0168,Midland Fire Security Services Ltd,not_found,SME,fire safety maintenance / fire alarms / FRA,Staffordshire / UK-wide,specialist private Ltd trading since 1999,info@midlandfire.com,domain,midlandfiresecurity.co.uk,https://uk.linkedin.com/company/midland-fire-security-services-limited,01283 741000,"local councils, local authorities, schools, libraries, council offices and social housing fire-safety work",High,"Council/fire maintenance contracts are recurring, compliance-heavy and mandatory-evidence driven",https://www.midlandfiresecurity.co.uk/contact/; https://www.midlandfiresecurity.co.uk/sectors/local-councils/; https://uk.linkedin.com/company/midland-fire-security-services-limited,verified,Not contacted,Draft ready (crm/drafts/L-0168.md). Local council/fire-maintenance tender hook.
L-0169,Alliance Asbestos Services Ltd,Darren Pritchard,SME,asbestos survey / removal / disposal,Cambridge / East of England,active private Ltd since 2008; HSE licensed asbestos operator,enquiries@alliance-asbestos-services.co.uk,domain,alliance-asbestos-services.co.uk,https://uk.linkedin.com/in/darren-pritchard-6a34501bb,01223 864100 / 01223 812987,"universities, local authorities and health authorities asbestos services",High,"Licensed asbestos operator with direct public-sector buyer fit; tenders are strict on licences, method statements and evidence",https://www.alliance-asbestos-services.co.uk/; https://find-and-update.company-information.service.gov.uk/company/06485812; https://uk.linkedin.com/in/darren-pritchard-6a34501bb,verified,Not contacted,"Draft ready (crm/drafts/L-0169.md). Generic inbox, named LinkedIn contact only; do not imply Darren's email."
L-0170,AIB Solutions Ltd,Dave Broadhurst,SME,HSE-licensed asbestos removal / surveys / testing,Staffordshire / England and Wales,14 employee LinkedIn signal; active Ltd since 2003,info@aibsolutions.co.uk,domain,aib-asbestosremoval.co.uk,https://uk.linkedin.com/company/aib-solutions,01782 613773,"public authorities including schools, libraries, leisure facilities and housing blocks",High,SME-sized HSE-licensed asbestos provider with public-authority page; procurement evidence burden is high,https://www.aib-asbestosremoval.co.uk/; https://www.aib-asbestosremoval.co.uk/public-authorities-asbestos-services; https://uk.linkedin.com/company/aib-solutions,verified,Not contacted,Draft ready (crm/drafts/L-0170.md). Public-authority asbestos hook; generic inbox only.
L-0171,Wyllie Maintenance Services,not_found,SME,PAT / electrical safety testing,Berkshire / Hampshire / Wiltshire / Surrey,regional electrical-safety testing operator with DBS-checked engineers,info@wylliems.co.uk,domain,wylliems.co.uk,not_found,0118 981 4322 / 07801 091011,"PAT testing for local authorities, local councils, schools, colleges, nurseries and care homes",High,Small regional compliance supplier with explicit council/school buyer list and visible email,https://www.wylliems.co.uk/pat-testing-berkshire,verified,Not contacted,Draft ready (crm/drafts/L-0171.md). PAT/electrical-safety compliance hook.
L-0172,Arrival Lifts Ltd,Paul Johnston / Joe Johnston,SME,lift maintenance / repair / school lifts,Surrey / South London / South of England,family-run positioning; 6 employee LinkedIn signal,enquiries@arrivallifts.com,domain,arrival-lifts.co.uk,https://uk.linkedin.com/company/arrival-lifts-limited,0208 544 4888,"school lift installation, servicing, DDA compliance and healthcare/commercial lift services",High,"Founder-led small lift operator with school compliance page; tenders require strict service, safety and accessibility evidence",https://www.arrival-lifts.co.uk/contact; https://www.arrival-lifts.co.uk/commercial/lifts-for-schools; https://www.arrival-lifts.co.uk/about; https://uk.linkedin.com/company/arrival-lifts-limited,verified,Not contacted,Draft ready (crm/drafts/L-0172.md). School lifts/DDA/maintenance evidence hook.
L-0173,Secure Access Solutions Ltd,not_found,SME,automatic gates / vehicle barriers / perimeter security,Lancashire / North West,local private Ltd operator with 20+ years access-sector experience,info@secureaccesssolutions.co.uk,domain,secureaccesssolutions.co.uk,not_found,01204 970120 / 07780 119090,"school gates, fencing, academy trusts, DBS engineers, BS EN 12453 compliance and 24/7 call-out",High,"School access-control compliance and safeguarding are bid-relevant, with clear public email and SME profile",https://www.secureaccesssolutions.co.uk/schools-service/; https://www.secureaccesssolutions.co.uk/automatic-gate-safety-in-schools/,verified,Not contacted,Draft ready (crm/drafts/L-0173.md). School gate safety/compliance hook.
L-0174,Drainstore Service & Install,not_found,SME,drainage maintenance / pump stations / off-mains wastewater,Derbyshire / UK-wide,independent drainage supplier and specialist installer,servicing@drainstore.com,domain,drainstoreinstallation.co.uk,https://uk.linkedin.com/company/drainstore,01773 767611,housing association and local authority off-mains drainage contracts,High,Direct local-authority/housing-association sector page; wastewater/drainage bids are service and compliance heavy,https://drainstoreinstallation.co.uk/contact/; https://drainstoreinstallation.co.uk/sectors/housing-associations-local-authorities/; https://uk.linkedin.com/company/drainstore,verified,Not contacted,Draft ready (crm/drafts/L-0174.md). HA/local-authority drainage contract hook.
L-0175,NRC WWS Ltd,not_found,SME,commercial drainage / sewer cleaning / planned maintenance,Wirral / North West / nationwide contracts,11-50 employee LinkedIn signal; specialist commercial drainage operator,info@nrcwws.co.uk,domain,nrcwws.co.uk,https://uk.linkedin.com/company/nrc-wws,0151 643 0800,"local authorities, councils, schools, universities, hospitals and healthcare facilities drainage services",High,Explicit civic/public-sector drainage offer from an SME-sized specialist; compliance evidence and SLAs likely central,https://nrcwws.co.uk/drain-cleaning/; https://uk.linkedin.com/company/nrc-wws,verified,Not contacted,Draft ready (crm/drafts/L-0175.md). Public-sector drainage/FM hook.
L-0176,Kings Fire Ltd,not_found,SME,fire alarm servicing / fire safety compliance,Bedfordshire / Home Counties / London,family-owned; public less-than-50-employees award signal,info@kingsfire.co.uk,domain,kingsfire.co.uk,https://uk.linkedin.com/company/kings-fire-ltd,01462 337037,"school fire alarm servicing plus universities, NHS trusts, schools and academies",Medium,"Excellent school/MAT fit, though less tender-explicit than council framework leads",https://www.kingsfire.co.uk/contact-kings-fire-ltd/; https://www.kingsfire.co.uk/fire-alarm-servicing-for-schools/; https://www.kingsfire.co.uk/about/; https://uk.linkedin.com/company/kings-fire-ltd,verified,Not contacted,"Draft ready (crm/drafts/L-0176.md). Medium due to weaker tender signal, strong school compliance fit."
L-0177,Allium Environmental Ltd,not_found,SME,asbestos surveys / management / air testing,Cornwall / South West + regional offices,employee-owned/growing asbestos team; active Ltd since 2015,enquiries@allium.uk.net,domain,allium.uk.net,https://uk.linkedin.com/company/allium-environmental-ltd,01872 276375,"schools/education asbestos surveys, asbestos management and air testing; housing stock works signal",Medium,Strong education/housing relevance but more consultancy-led and likely has a more formal sales process,https://allium.uk.net/contact/; https://allium.uk.net/sectors/schools-education/; https://uk.linkedin.com/company/allium-environmental-ltd,verified,Not contacted,Draft ready (crm/drafts/L-0177.md). Medium due to more mature/consultancy-led posture.
L-0178,Newgate (Newark) Ltd,not_found,SME,automatic gates / barriers / access control,Nottinghamshire / national coverage,established 1984; specialist manufacturer and installer,sales@newgate.uk.com,domain,newgate.uk.com,https://uk.linkedin.com/company/newgate-newark-limited,01636 700172,"school security gates/barriers for primary schools, universities and council parks sectors",Medium,"Strong education and public-realm fit, but more established manufacturer likely has mature procurement processes",https://www.newgate.uk.com/sectors/school-security-gates/; https://www.newgate.uk.com/contact-us/; https://uk.linkedin.com/company/newgate-newark-limited,verified,Not contacted,Draft ready (crm/drafts/L-0178.md). Medium due to more established manufacturer profile.
L-0179,Dantek Environmental Services (UK) Ltd,Holly,SME,"water hygiene / legionella risk assessment, monitoring, treatment",South West / Wales / Midlands / wider UK,LCA member; single Thornbury HQ; local specialist,holly@dantek.co.uk,person,dantekenvironmental.co.uk,https://www.linkedin.com/company/dantek-environmental-services-uk-ltd/,01454 417920,healthcare risk assessment and education estates water hygiene work including schools and universities,High,"Named email, LCA membership and explicit education/healthcare estates fit; water hygiene tenders are evidence-heavy",https://www.legionellacontrol.org.uk/company/?name=Dantek+Environmental+Services+%28UK%29+Ltd; https://www.dantekenvironmental.co.uk/,verified,Not contacted,Draft ready (crm/drafts/L-0179.md). Named Holly email from LCA; avoid inventing surname.
L-0180,Reef Water Solutions Ltd,not_found,SME,water hygiene / legionella compliance,South East / South West / nationwide,founded 1999; two offices; LCA member,postbox@reefwater.co.uk,domain,reefwater.co.uk,not_found,02033 262929 / 01208 819276,"FM, housing, local authority, education and healthcare water hygiene sectors",High,"LCA listing explicitly names local authority, housing, education and healthcare sectors with public email",https://www.legionellacontrol.org.uk/company/?name=Reef+Water+Solutions+Ltd; https://www.reefwater.co.uk/,verified,Not contacted,Draft ready (crm/drafts/L-0180.md). LCA/public-sector sector categories hook.
L-0181,Justice Fire & Security,Dave Sanders,SME,fire alarms / fire detection / fire security,West Midlands / Midlands,11-50 employee LinkedIn signal; established 1986,info@justicesecurity.co.uk,domain,justicesecurity.co.uk,https://uk.linkedin.com/company/justice-fire-%26-security,0345 468 0927,"BAFE SP203-1 / NSI Fire Gold; hospital, schools, Job Centres and local-authority case studies",High,SME-sized fire/security operator with strong school/public-sector case-study proof and certification-heavy bid fit,https://www.justicesecurity.co.uk/bafe; https://www.justicesecurity.co.uk/; https://uk.linkedin.com/company/justice-fire-%26-security,verified,Not contacted,"Draft ready (crm/drafts/L-0181.md). Generic inbox only; named contact from public profile, do not imply personal email."
L-0182,ARTICO Enabling Services Ltd,Christian Jones,SME,licensed asbestos removal / encapsulation / surveys / disposal,Wales / UK coverage,incorporated 2019; HSE licence and ARCA full member; Bridgend office,info@articoenv.com,domain,articoenv.com,not_found,01792 961 544,long-term national frameworks with local authorities and housing associations for asbestos removal,High,Explicit framework/local-authority/housing-association language plus ARCA/HSE evidence makes a direct Bidframe fit,https://www.articoenv.com/news/v/36-artico-obtain-arca-membership/; https://www.articoenv.com/services/asbestos-removal/; https://www.articoenv.com/contact/,verified,Not contacted,Draft ready (crm/drafts/L-0182.md). Named MD but generic inbox only.
